,Classifier,FeatureExtractor,acc,avgprec,classifierfamily,log_loss,precisionscore,recallscore
488,SVC_0,ResNet50,0.596178897091,0.500503478419,SVC,1.13806644877,0.596178897091,0.596178897091
668,SVC_0,ResNet50,0.598349978289,0.478778827603,SVC,1.14107815925,0.598349978289,0.598349978289
164,SVC_0,ResNet50,0.590099869735,0.508910438522,SVC,1.14191249104,0.590099869735,0.590099869735
452,SVC_0,ResNet50,0.596178897091,0.496401163476,SVC,1.14224767058,0.596178897091,0.596178897091
704,SVC_0,ResNet50,0.592705167173,0.486075040691,SVC,1.1435800146,0.592705167173,0.592705167173
92,SVC_0,ResNet50,0.588363004776,0.497444688766,SVC,1.14463642863,0.588363004776,0.588363004776
31,SVC_0,VGG19,0.61137646548,0.49158953257,SVC,1.14546216504,0.61137646548,0.61137646548
272,SVC_0,ResNet50,0.590099869735,0.469745217801,SVC,1.15152412834,0.590099869735,0.590099869735
56,SVC_0,ResNet50,0.590968302215,0.489271899922,SVC,1.15207240846,0.590968302215,0.590968302215
596,SVC_0,ResNet50,0.586191923578,0.483864909931,SVC,1.15321003472,0.586191923578,0.586191923578
812,SVC_0,ResNet50,0.58271819366,0.495794148126,SVC,1.15544405222,0.58271819366,0.58271819366
344,SVC_0,ResNet50,0.594876248372,0.479008024349,SVC,1.15726288185,0.594876248372,0.594876248372
5,SVC_1,VGG16,0.570560138949,0.493194645266,SVC,1.16218167582,0.570560138949,0.570560138949
380,SVC_0,ResNet50,0.58358662614,0.491943392091,SVC,1.16543542955,0.58358662614,0.58358662614
32,SVC_1,VGG19,0.58271819366,0.488681812313,SVC,1.16943380206,0.58271819366,0.58271819366
416,SVC_0,ResNet50,0.581849761181,0.490963769544,SVC,1.1695981766,0.581849761181,0.581849761181
776,SVC_0,ResNet50,0.586191923578,0.508683699516,SVC,1.17082994171,0.586191923578,0.586191923578
722,LogisticRegression_0,VGG16,0.590968302215,0.47296826864,LogisticRegression,1.1716839933,0.590968302215,0.590968302215
110,LogisticRegression_0,VGG16,0.590534085975,0.457708746712,LogisticRegression,1.17708889693,0.590534085975,0.590534085975
794,LogisticRegression_0,VGG16,0.573165436387,0.466409384441,LogisticRegression,1.17866720137,0.573165436387,0.573165436387
218,LogisticRegression_0,VGG16,0.577941815024,0.472438943839,LogisticRegression,1.1787029355,0.577941815024,0.577941815024
542,LogisticRegression_0,VGG16,0.590968302215,0.452548282021,LogisticRegression,1.1810251068,0.590968302215,0.590968302215
29,LogisticRegression_0,VGG19,0.587928788537,0.458278075739,LogisticRegression,1.18186620359,0.587928788537,0.587928788537
614,LogisticRegression_0,VGG16,0.576639166305,0.453497871755,LogisticRegression,1.18331402193,0.576639166305,0.576639166305
74,LogisticRegression_0,VGG16,0.566652192792,0.454778188494,LogisticRegression,1.18458991591,0.566652192792,0.566652192792
146,LogisticRegression_0,VGG16,0.568389057751,0.475590435718,LogisticRegression,1.18599825141,0.568389057751,0.568389057751
830,LogisticRegression_0,VGG16,0.580112896222,0.457632966293,LogisticRegression,1.18612903704,0.580112896222,0.580112896222
650,LogisticRegression_0,VGG16,0.582283977421,0.448022816317,LogisticRegression,1.18707031721,0.582283977421,0.582283977421
866,LogisticRegression_0,VGG16,0.581849761181,0.447356908102,LogisticRegression,1.19040515715,0.581849761181,0.581849761181
26,LogisticRegression_1,ResNet50,0.63873208858,0.555561350925,LogisticRegression,1.19056283568,0.63873208858,0.63873208858
686,LogisticRegression_0,VGG16,0.572731220148,0.449544957378,LogisticRegression,1.19285421278,0.572731220148,0.572731220148
30,LogisticRegression_1,VGG19,0.654363873209,0.580055720929,LogisticRegression,1.19376138036,0.654363873209,0.654363873209
434,LogisticRegression_0,VGG16,0.580547112462,0.44337241081,LogisticRegression,1.19537052035,0.580547112462,0.580547112462
290,LogisticRegression_0,VGG16,0.579244463743,0.446446852981,LogisticRegression,1.1958025662,0.579244463743,0.579244463743
254,LogisticRegression_0,VGG16,0.575336517586,0.431534029613,LogisticRegression,1.19670263179,0.575336517586,0.575336517586
506,LogisticRegression_0,VGG16,0.579678679983,0.441017320192,LogisticRegression,1.19882092453,0.579678679983,0.579678679983
470,LogisticRegression_0,VGG16,0.571862787668,0.454315116653,LogisticRegression,1.20309453837,0.571862787668,0.571862787668
182,LogisticRegression_0,VGG16,0.572731220148,0.431206573627,LogisticRegression,1.20519693651,0.572731220148,0.572731220148
326,LogisticRegression_0,VGG16,0.579244463743,0.429146884743,LogisticRegression,1.20569775175,0.579244463743,0.579244463743
578,LogisticRegression_0,VGG16,0.563612679114,0.45386193921,LogisticRegression,1.20603988504,0.563612679114,0.563612679114
38,LogisticRegression_0,VGG16,0.562744246635,0.45014344999,LogisticRegression,1.21047109987,0.562744246635,0.562744246635
758,LogisticRegression_0,VGG16,0.567520625271,0.449420672708,LogisticRegression,1.213229635,0.567520625271,0.567520625271
362,LogisticRegression_0,VGG16,0.563612679114,0.433467750574,LogisticRegression,1.21821018145,0.563612679114,0.563612679114
3,LogisticRegression_1,VGG16,0.657837603126,0.586608592117,LogisticRegression,1.21857121471,0.657837603126,0.657837603126
398,LogisticRegression_0,VGG16,0.562744246635,0.451745860403,LogisticRegression,1.22145046708,0.562744246635,0.562744246635
21,SVC_1,ResNet50,0.530612244898,0.461014731981,SVC,1.226522457,0.530612244898,0.530612244898
20,SVC_0,ResNet50,0.554494138081,0.41178254439,SVC,1.2657124263,0.554494138081,0.554494138081
2,LogisticRegression_0,VGG16,0.548415110725,0.409563469947,LogisticRegression,1.27710423722,0.548415110725,0.548415110725
16,RandomForestClassifier_0,InceptionV3,0.525401650022,0.392916503669,RandomForestClassifier,1.39699931607,0.525401650022,0.525401650022
659,LogisticRegression_0,InceptionV3,0.483282674772,0.254380943734,LogisticRegression,1.44986078439,0.483282674772,0.483282674772
479,LogisticRegression_0,InceptionV3,0.477203647416,0.267167686629,LogisticRegression,1.45168605315,0.477203647416,0.477203647416
695,LogisticRegression_0,InceptionV3,0.490230134607,0.261953016581,LogisticRegression,1.45667759105,0.490230134607,0.490230134607
227,LogisticRegression_0,InceptionV3,0.483282674772,0.254272512674,LogisticRegression,1.45885772825,0.483282674772,0.483282674772
119,LogisticRegression_0,InceptionV3,0.494572297004,0.246799265827,LogisticRegression,1.46073520881,0.494572297004,0.494572297004
623,LogisticRegression_0,InceptionV3,0.48545375597,0.25023178397,LogisticRegression,1.46158913095,0.48545375597,0.48545375597
191,LogisticRegression_0,InceptionV3,0.491532783326,0.247605154343,LogisticRegression,1.4616874304,0.491532783326,0.491532783326
551,LogisticRegression_0,InceptionV3,0.493269648285,0.245713680908,LogisticRegression,1.47296920081,0.493269648285,0.493269648285
480,LogisticRegression_1,InceptionV3,0.478506296135,0.277514049313,LogisticRegression,1.4731972827,0.478506296135,0.478506296135
731,LogisticRegression_0,InceptionV3,0.48545375597,0.261197812376,LogisticRegression,1.47460425872,0.48545375597,0.48545375597
660,LogisticRegression_1,InceptionV3,0.48588797221,0.257392704579,LogisticRegression,1.47562061495,0.48588797221,0.48588797221
299,LogisticRegression_0,InceptionV3,0.48545375597,0.245250552735,LogisticRegression,1.4760440752,0.48545375597,0.48545375597
875,LogisticRegression_0,InceptionV3,0.483282674772,0.255042259105,LogisticRegression,1.47694458773,0.483282674772,0.483282674772
335,LogisticRegression_0,InceptionV3,0.491966999566,0.244752421227,LogisticRegression,1.47902515173,0.491966999566,0.491966999566
803,LogisticRegression_0,InceptionV3,0.478072079896,0.248531995761,LogisticRegression,1.48607028297,0.478072079896,0.478072079896
839,LogisticRegression_0,InceptionV3,0.484585323491,0.260431233427,LogisticRegression,1.48709430661,0.484585323491,0.484585323491
263,LogisticRegression_0,InceptionV3,0.475032566218,0.248832445641,LogisticRegression,1.48984104553,0.475032566218,0.475032566218
83,LogisticRegression_0,InceptionV3,0.475900998697,0.244408512678,LogisticRegression,1.48993657456,0.475900998697,0.475900998697
17,RandomForestClassifier_1,InceptionV3,0.524533217542,0.371804596696,RandomForestClassifier,1.4908010327,0.524533217542,0.524533217542
407,LogisticRegression_0,InceptionV3,0.470690403821,0.258474135079,LogisticRegression,1.49126923257,0.470690403821,0.470690403821
443,LogisticRegression_0,InceptionV3,0.48675640469,0.246427383911,LogisticRegression,1.4952192174,0.48675640469,0.48675640469
228,LogisticRegression_1,InceptionV3,0.48545375597,0.260235135412,LogisticRegression,1.49565637149,0.48545375597,0.48545375597
732,LogisticRegression_1,InceptionV3,0.488059053409,0.272160933421,LogisticRegression,1.50124828223,0.488059053409,0.488059053409
515,LogisticRegression_0,InceptionV3,0.485019539731,0.24698221521,LogisticRegression,1.50583656821,0.485019539731,0.485019539731
587,LogisticRegression_0,InceptionV3,0.474598349978,0.251720998312,LogisticRegression,1.50748371797,0.474598349978,0.474598349978
371,LogisticRegression_0,InceptionV3,0.480677377334,0.248059113459,LogisticRegression,1.50761443282,0.480677377334,0.480677377334
696,LogisticRegression_1,InceptionV3,0.492401215805,0.267280312205,LogisticRegression,1.50922469588,0.492401215805,0.492401215805
192,LogisticRegression_1,InceptionV3,0.492401215805,0.253884486613,LogisticRegression,1.50996698481,0.492401215805,0.492401215805
155,LogisticRegression_0,InceptionV3,0.47199305254,0.259572702656,LogisticRegression,1.51253533124,0.47199305254,0.47199305254
120,LogisticRegression_1,InceptionV3,0.495006513244,0.254880494828,LogisticRegression,1.51578092454,0.495006513244,0.495006513244
47,LogisticRegression_0,InceptionV3,0.466348241424,0.238860589672,LogisticRegression,1.51666483669,0.466348241424,0.466348241424
624,LogisticRegression_1,InceptionV3,0.48545375597,0.257709847124,LogisticRegression,1.52258233189,0.48545375597,0.48545375597
300,LogisticRegression_1,InceptionV3,0.488493269648,0.256710654064,LogisticRegression,1.52366454763,0.488493269648,0.488493269648
264,LogisticRegression_1,InceptionV3,0.476335214937,0.253621616772,LogisticRegression,1.52578616375,0.476335214937,0.476335214937
876,LogisticRegression_1,InceptionV3,0.483716891012,0.263235997173,LogisticRegression,1.52589913108,0.483716891012,0.483716891012
336,LogisticRegression_1,InceptionV3,0.491098567086,0.250925807991,LogisticRegression,1.52743456335,0.491098567086,0.491098567086
767,LogisticRegression_0,InceptionV3,0.476769431177,0.240124085171,LogisticRegression,1.52918871729,0.476769431177,0.476769431177
804,LogisticRegression_1,InceptionV3,0.479374728615,0.252821473425,LogisticRegression,1.53238528691,0.479374728615,0.479374728615
84,LogisticRegression_1,InceptionV3,0.478072079896,0.252235425437,LogisticRegression,1.53455545778,0.478072079896,0.478072079896
408,LogisticRegression_1,InceptionV3,0.468953538862,0.265944210711,LogisticRegression,1.53523465812,0.468953538862,0.468953538862
840,LogisticRegression_1,InceptionV3,0.488059053409,0.269321916442,LogisticRegression,1.53758976271,0.488059053409,0.488059053409
552,LogisticRegression_1,InceptionV3,0.493703864525,0.250967134783,LogisticRegression,1.5419486135,0.493703864525,0.493703864525
372,LogisticRegression_1,InceptionV3,0.481980026053,0.253152310617,LogisticRegression,1.54893419441,0.481980026053,0.481980026053
445,SVC_0,InceptionV3,0.47286148502,0.185379036829,SVC,1.55838529621,0.47286148502,0.47286148502
588,LogisticRegression_1,InceptionV3,0.475900998697,0.25676184624,LogisticRegression,1.5588543828,0.475900998697,0.475900998697
661,SVC_0,InceptionV3,0.459400781589,0.188195654392,SVC,1.56047722591,0.459400781589,0.459400781589
121,SVC_0,InceptionV3,0.467216673904,0.179968151639,SVC,1.5609231728,0.467216673904,0.467216673904
446,SVC_1,InceptionV3,0.47199305254,0.184194647713,SVC,1.56217625929,0.47199305254,0.47199305254
444,LogisticRegression_1,InceptionV3,0.48675640469,0.254703177287,LogisticRegression,1.56257686375,0.48675640469,0.48675640469
229,SVC_0,InceptionV3,0.462440295267,0.188895083321,SVC,1.56357703664,0.462440295267,0.462440295267
122,SVC_1,InceptionV3,0.465914025185,0.179186527336,SVC,1.56363452988,0.465914025185,0.465914025185
662,SVC_1,InceptionV3,0.45853234911,0.186102099479,SVC,1.56416072877,0.45853234911,0.45853234911
301,SVC_0,InceptionV3,0.465914025185,0.183862794979,SVC,1.56558497888,0.465914025185,0.465914025185
337,SVC_0,InceptionV3,0.467216673904,0.187120195339,SVC,1.56691993154,0.467216673904,0.467216673904
553,SVC_0,InceptionV3,0.466782457664,0.184783792826,SVC,1.56699545646,0.466782457664,0.466782457664
230,SVC_1,InceptionV3,0.460269214069,0.185769569118,SVC,1.56810561039,0.460269214069,0.460269214069
554,SVC_1,InceptionV3,0.465914025185,0.18324545322,SVC,1.5688690133,0.465914025185,0.465914025185
302,SVC_1,InceptionV3,0.465045592705,0.180943307597,SVC,1.56935099463,0.465045592705,0.465045592705
193,SVC_0,InceptionV3,0.469821971342,0.182966140545,SVC,1.56959895291,0.469821971342,0.469821971342
338,SVC_1,InceptionV3,0.467216673904,0.184102019966,SVC,1.57023311399,0.467216673904,0.467216673904
516,LogisticRegression_1,InceptionV3,0.485019539731,0.255782346476,LogisticRegression,1.57250645696,0.485019539731,0.485019539731
625,SVC_0,InceptionV3,0.461137646548,0.194129729885,SVC,1.57253733777,0.461137646548,0.461137646548
697,SVC_0,InceptionV3,0.45853234911,0.194828355084,SVC,1.57298187665,0.45853234911,0.45853234911
194,SVC_1,InceptionV3,0.468953538862,0.180992001411,SVC,1.57367445886,0.468953538862,0.468953538862
265,SVC_0,InceptionV3,0.456361267911,0.184182820983,SVC,1.57368998303,0.456361267911,0.456361267911
266,SVC_1,InceptionV3,0.456361267911,0.182478009728,SVC,1.57670475591,0.456361267911,0.456361267911
698,SVC_1,InceptionV3,0.45809813287,0.191508739908,SVC,1.57703004322,0.45809813287,0.45809813287
805,SVC_0,InceptionV3,0.452019105515,0.190319937063,SVC,1.57708254889,0.452019105515,0.452019105515
626,SVC_1,InceptionV3,0.45896656535,0.190660245564,SVC,1.5778097352,0.45896656535,0.45896656535
806,SVC_1,InceptionV3,0.451584889275,0.186051347578,SVC,1.58068753304,0.451584889275,0.451584889275
877,SVC_0,InceptionV3,0.456361267911,0.189653070261,SVC,1.58068910201,0.456361267911,0.456361267911
733,SVC_0,InceptionV3,0.455927051672,0.196125101359,SVC,1.58246685306,0.455927051672,0.455927051672
517,SVC_0,InceptionV3,0.45853234911,0.181433880867,SVC,1.58324869555,0.45853234911,0.45853234911
85,SVC_0,InceptionV3,0.448545375597,0.184749599979,SVC,1.58354669741,0.448545375597,0.448545375597
49,SVC_0,InceptionV3,0.452453321754,0.180356635251,SVC,1.58385315357,0.452453321754,0.452453321754
878,SVC_1,InceptionV3,0.455492835432,0.186970447965,SVC,1.58423179216,0.455492835432,0.455492835432
768,LogisticRegression_1,InceptionV3,0.475466782458,0.245703492583,LogisticRegression,1.5857011612,0.475466782458,0.475466782458
518,SVC_1,InceptionV3,0.45809813287,0.179020522034,SVC,1.58592738542,0.45809813287,0.45809813287
86,SVC_1,InceptionV3,0.447676943118,0.181761001454,SVC,1.58684935602,0.447676943118,0.447676943118
50,SVC_1,InceptionV3,0.451584889275,0.178997627121,SVC,1.58698151132,0.451584889275,0.451584889275
734,SVC_1,InceptionV3,0.454624402953,0.193600018189,SVC,1.58772657931,0.454624402953,0.454624402953
589,SVC_0,InceptionV3,0.44507164568,0.18869689088,SVC,1.58779532009,0.44507164568,0.44507164568
481,SVC_0,InceptionV3,0.451584889275,0.196760283036,SVC,1.588737591,0.451584889275,0.451584889275
48,LogisticRegression_1,InceptionV3,0.468519322623,0.246512250224,LogisticRegression,1.58917712506,0.468519322623,0.468519322623
157,SVC_0,InceptionV3,0.448111159357,0.188586981725,SVC,1.58981317129,0.448111159357,0.448111159357
590,SVC_1,InceptionV3,0.44463742944,0.186361485293,SVC,1.59157711976,0.44463742944,0.44463742944
482,SVC_1,InceptionV3,0.450716456795,0.193372501233,SVC,1.59328696295,0.450716456795,0.450716456795
158,SVC_1,InceptionV3,0.446808510638,0.186705350534,SVC,1.59365103419,0.446808510638,0.446808510638
373,SVC_0,InceptionV3,0.448979591837,0.188702987712,SVC,1.59492466434,0.448979591837,0.448979591837
841,SVC_0,InceptionV3,0.447676943118,0.188542702211,SVC,1.59510230555,0.447676943118,0.447676943118
842,SVC_1,InceptionV3,0.447242726878,0.186701652558,SVC,1.59806426778,0.447242726878,0.447242726878
374,SVC_1,InceptionV3,0.447676943118,0.187445417459,SVC,1.59898264555,0.447676943118,0.447676943118
156,LogisticRegression_1,InceptionV3,0.47199305254,0.262149312358,LogisticRegression,1.60008988154,0.47199305254,0.47199305254
409,SVC_0,InceptionV3,0.445505861919,0.183424218643,SVC,1.60124482654,0.445505861919,0.445505861919
769,SVC_0,InceptionV3,0.455927051672,0.186707955892,SVC,1.60196665354,0.455927051672,0.455927051672
410,SVC_1,InceptionV3,0.445505861919,0.183456148422,SVC,1.60481448097,0.445505861919,0.445505861919
770,SVC_1,InceptionV3,0.454624402953,0.185009677887,SVC,1.60592849283,0.454624402953,0.454624402953
13,SVC_0,InceptionV3,0.442032132002,0.162127122872,SVC,1.62688506856,0.442032132002,0.442032132002
14,SVC_1,InceptionV3,0.442032132002,0.160338476824,SVC,1.62888577218,0.442032132002,0.442032132002
11,LogisticRegression_0,InceptionV3,0.452453321754,0.20000623458,LogisticRegression,1.68602882733,0.452453321754,0.452453321754
12,LogisticRegression_1,InceptionV3,0.449848024316,0.199930766541,LogisticRegression,1.85893066166,0.449848024316,0.449848024316
546,XGBOOST_0,VGG16,0.834997828919,0.828541054327,XGBOOST,5.69897309165,0.834997828919,0.834997828919
474,XGBOOST_0,VGG16,0.831089882762,0.821465189791,XGBOOST,5.83394877013,0.831089882762,0.831089882762
690,XGBOOST_0,VGG16,0.830655666522,0.822114644306,XGBOOST,5.84894606774,0.830655666522,0.830655666522
510,XGBOOST_0,VGG16,0.829353017803,0.813439819636,XGBOOST,5.89393796057,0.829353017803,0.829353017803
618,XGBOOST_0,VGG16,0.825879287885,0.821783615108,XGBOOST,6.01391634145,0.825879287885,0.825879287885
726,XGBOOST_0,VGG16,0.824142422927,0.820485019875,XGBOOST,6.07390553189,0.824142422927,0.824142422927
222,XGBOOST_0,VGG16,0.823708206687,0.819142397057,XGBOOST,6.0889028295,0.823708206687,0.823708206687
186,XGBOOST_0,VGG16,0.822839774208,0.811733969023,XGBOOST,6.11889742472,0.822839774208,0.822839774208
114,XGBOOST_0,VGG16,0.822839774208,0.809722024352,XGBOOST,6.11889742472,0.822839774208,0.822839774208
438,XGBOOST_0,VGG16,0.820668693009,0.808070861618,XGBOOST,6.19388391277,0.820668693009,0.820668693009
870,XGBOOST_0,VGG16,0.820234476769,0.829161632023,XGBOOST,6.20888121037,0.820234476769,0.820234476769
78,XGBOOST_0,VGG16,0.820234476769,0.825194839334,XGBOOST,6.20888121037,0.820234476769,0.820234476769
798,XGBOOST_0,VGG16,0.81980026053,0.802534882752,XGBOOST,6.22387850798,0.81980026053,0.81980026053
330,XGBOOST_0,VGG16,0.81980026053,0.809579519169,XGBOOST,6.22387850798,0.81980026053,0.81980026053
654,XGBOOST_0,VGG16,0.81936604429,0.82294078138,XGBOOST,6.23887580559,0.81936604429,0.81936604429
717,XGBOOST_0,VGG19,0.818063395571,0.813307207719,XGBOOST,6.28386769842,0.818063395571,0.818063395571
150,XGBOOST_0,VGG16,0.816760746852,0.813207319086,XGBOOST,6.32885959125,0.816760746852,0.816760746852
834,XGBOOST_0,VGG16,0.816760746852,0.801863048144,XGBOOST,6.32885959125,0.816760746852,0.816760746852
582,XGBOOST_0,VGG16,0.815892314373,0.808010258919,XGBOOST,6.35885418647,0.815892314373,0.815892314373
294,XGBOOST_0,VGG16,0.815892314373,0.811273351028,XGBOOST,6.35885418647,0.815892314373,0.815892314373
762,XGBOOST_0,VGG16,0.815892314373,0.800350267424,XGBOOST,6.35885418647,0.815892314373,0.815892314373
258,XGBOOST_0,VGG16,0.815023881893,0.801201637835,XGBOOST,6.38884878169,0.815023881893,0.815023881893
645,XGBOOST_0,VGG19,0.814155449414,0.80977460201,XGBOOST,6.41884337691,0.814155449414,0.814155449414
573,XGBOOST_0,VGG19,0.813721233174,0.804566806559,XGBOOST,6.43384067452,0.813721233174,0.813721233174
130,XGBOOST_0,ResNet50,0.813287016934,0.786533127481,XGBOOST,6.44883797213,0.813287016934,0.813287016934
285,XGBOOST_0,VGG19,0.812852800695,0.786479279356,XGBOOST,6.46383526974,0.812852800695,0.812852800695
249,XGBOOST_0,VGG19,0.811115935736,0.808279574449,XGBOOST,6.52382446018,0.811115935736,0.811115935736
366,XGBOOST_0,VGG16,0.811115935736,0.801890029777,XGBOOST,6.52382446018,0.811115935736,0.811115935736
141,XGBOOST_0,VGG19,0.811115935736,0.805850491951,XGBOOST,6.52382446018,0.811115935736,0.811115935736
526,XGBOOST_0,ResNet50,0.811115935736,0.790110894044,XGBOOST,6.52382446018,0.811115935736,0.811115935736
177,XGBOOST_0,VGG19,0.810247503257,0.818828651751,XGBOOST,6.5538190554,0.810247503257,0.810247503257
402,XGBOOST_0,VGG16,0.809813287017,0.813416050422,XGBOOST,6.56881635301,0.809813287017,0.809813287017
238,XGBOOST_0,ResNet50,0.808944854538,0.795213236809,XGBOOST,6.59881094822,0.808944854538,0.808944854538
537,XGBOOST_0,VGG19,0.808510638298,0.802811764473,XGBOOST,6.61380824583,0.808510638298,0.808510638298
213,XGBOOST_0,VGG19,0.808076422058,0.810433758863,XGBOOST,6.62880554344,0.808076422058,0.808076422058
789,XGBOOST_0,VGG19,0.807642205818,0.805087611637,XGBOOST,6.64380284105,0.807642205818,0.807642205818
357,XGBOOST_0,VGG19,0.807207989579,0.80480453245,XGBOOST,6.65880013866,0.807207989579,0.807207989579
753,XGBOOST_0,VGG19,0.80590534086,0.798944819956,XGBOOST,6.70379203149,0.80590534086,0.80590534086
501,XGBOOST_0,VGG19,0.80590534086,0.813173115764,XGBOOST,6.70379203149,0.80590534086,0.80590534086
105,XGBOOST_0,VGG19,0.80547112462,0.81217757764,XGBOOST,6.7187893291,0.80547112462,0.80547112462
69,XGBOOST_0,VGG19,0.80547112462,0.797692522126,XGBOOST,6.7187893291,0.80547112462,0.80547112462
886,XGBOOST_0,ResNet50,0.80547112462,0.796464399157,XGBOOST,6.7187893291,0.80547112462,0.80547112462
897,XGBOOST_0,VGG19,0.80547112462,0.802474847764,XGBOOST,6.7187893291,0.80547112462,0.80547112462
42,XGBOOST_0,VGG16,0.80503690838,0.796869849215,XGBOOST,6.73378662671,0.80503690838,0.80503690838
562,XGBOOST_0,ResNet50,0.80503690838,0.780958614604,XGBOOST,6.73378662671,0.80503690838,0.80503690838
706,XGBOOST_0,ResNet50,0.804602692141,0.784891127256,XGBOOST,6.74878392432,0.804602692141,0.804602692141
742,XGBOOST_0,ResNet50,0.804602692141,0.79627378136,XGBOOST,6.74878392432,0.804602692141,0.804602692141
321,XGBOOST_0,VGG19,0.803734259661,0.804100899454,XGBOOST,6.77877851954,0.803734259661,0.803734259661
850,XGBOOST_0,ResNet50,0.801128962223,0.789671843693,XGBOOST,6.8687623052,0.801128962223,0.801128962223
634,XGBOOST_0,ResNet50,0.800694745983,0.792972320898,XGBOOST,6.88375960281,0.800694745983,0.800694745983
465,XGBOOST_0,VGG19,0.800694745983,0.800673629206,XGBOOST,6.88375960281,0.800694745983,0.800694745983
861,XGBOOST_0,VGG19,0.800260529744,0.794955094782,XGBOOST,6.89875690042,0.800260529744,0.800260529744
429,XGBOOST_0,VGG19,0.800260529744,0.802127867442,XGBOOST,6.89875690042,0.800260529744,0.800260529744
166,XGBOOST_0,ResNet50,0.800260529744,0.792495166563,XGBOOST,6.89875690042,0.800260529744,0.800260529744
418,XGBOOST_0,ResNet50,0.799392097264,0.790662201382,XGBOOST,6.92875149564,0.799392097264,0.799392097264
346,XGBOOST_0,ResNet50,0.798957881025,0.77894261444,XGBOOST,6.94374879325,0.798957881025,0.798957881025
598,XGBOOST_0,ResNet50,0.798957881025,0.778541465325,XGBOOST,6.94374879325,0.798957881025,0.798957881025
274,XGBOOST_0,ResNet50,0.798523664785,0.762442234875,XGBOOST,6.95874609085,0.798523664785,0.798523664785
202,XGBOOST_0,ResNet50,0.798523664785,0.777781040169,XGBOOST,6.95874609085,0.798523664785,0.798523664785
58,XGBOOST_0,ResNet50,0.798523664785,0.771782197015,XGBOOST,6.95874609085,0.798523664785,0.798523664785
94,XGBOOST_0,ResNet50,0.798523664785,0.796045500097,XGBOOST,6.95874609085,0.798523664785,0.798523664785
609,XGBOOST_0,VGG19,0.798089448545,0.793793411611,XGBOOST,6.97374338846,0.798089448545,0.798089448545
825,XGBOOST_0,VGG19,0.797221016066,0.781825032372,XGBOOST,7.00373798368,0.797221016066,0.797221016066
393,XGBOOST_0,VGG19,0.796786799826,0.779874411708,XGBOOST,7.01873528129,0.796786799826,0.796786799826
778,XGBOOST_0,ResNet50,0.796786799826,0.785622259639,XGBOOST,7.01873528129,0.796786799826,0.796786799826
454,XGBOOST_0,ResNet50,0.795484151107,0.781438536276,XGBOOST,7.06372717412,0.795484151107,0.795484151107
681,XGBOOST_0,VGG19,0.793747286149,0.803845539739,XGBOOST,7.12371636456,0.793747286149,0.793747286149
670,XGBOOST_0,ResNet50,0.792878853669,0.778108763152,XGBOOST,7.15371095978,0.792878853669,0.792878853669
310,XGBOOST_0,ResNet50,0.792444637429,0.781655852123,XGBOOST,7.16870825739,0.792444637429,0.792444637429
814,XGBOOST_0,ResNet50,0.79201042119,0.769687817724,XGBOOST,7.183705555,0.79201042119,0.79201042119
382,XGBOOST_0,ResNet50,0.790707772471,0.779268052896,XGBOOST,7.22869744783,0.790707772471,0.790707772471
490,XGBOOST_0,ResNet50,0.786799826314,0.772583973452,XGBOOST,7.36367312631,0.786799826314,0.786799826314
505,LinearSVC_1,VGG16,0.736864958749,0.693438408337,LinearSVC,9.08836235142,0.736864958749,0.736864958749
793,LinearSVC_1,VGG16,0.73556231003,0.692654585351,LinearSVC,9.13335424425,0.73556231003,0.73556231003
109,LinearSVC_1,VGG16,0.734693877551,0.70256666893,LinearSVC,9.16334883947,0.734693877551,0.734693877551
289,LinearSVC_1,VGG16,0.732957012592,0.701650232791,LinearSVC,9.2233380299,0.732957012592,0.732957012592
73,LinearSVC_1,VGG16,0.732088580113,0.706007543592,LinearSVC,9.25333262512,0.732088580113,0.732088580113
541,LinearSVC_1,VGG16,0.731654363873,0.693707360521,LinearSVC,9.26832992273,0.731654363873,0.731654363873
469,LinearSVC_1,VGG16,0.731220147634,0.695857451901,LinearSVC,9.28332722034,0.731220147634,0.731220147634
865,LinearSVC_1,VGG16,0.730785931394,0.696766310381,LinearSVC,9.29832451795,0.730785931394,0.730785931394
613,LinearSVC_1,VGG16,0.729917498914,0.687038120542,LinearSVC,9.32831911317,0.729917498914,0.729917498914
217,LinearSVC_1,VGG16,0.729917498914,0.704023167378,LinearSVC,9.32831911317,0.729917498914,0.729917498914
757,LinearSVC_1,VGG16,0.727312201476,0.68950006397,LinearSVC,9.41830289883,0.727312201476,0.727312201476
829,LinearSVC_1,VGG16,0.727312201476,0.673711093075,LinearSVC,9.41830289883,0.727312201476,0.727312201476
721,LinearSVC_1,VGG16,0.726877985237,0.687187279141,LinearSVC,9.43330019644,0.726877985237,0.726877985237
433,LinearSVC_1,VGG16,0.726443768997,0.68321492625,LinearSVC,9.44829749405,0.726443768997,0.726443768997
685,LinearSVC_1,VGG16,0.726009552757,0.687846686392,LinearSVC,9.46329479166,0.726009552757,0.726009552757
325,LinearSVC_1,VGG16,0.725141120278,0.678066657872,LinearSVC,9.49328938688,0.725141120278,0.725141120278
577,LinearSVC_1,VGG16,0.725141120278,0.678109660847,LinearSVC,9.49328938688,0.725141120278,0.725141120278
181,LinearSVC_1,VGG16,0.724706904038,0.682144274204,LinearSVC,9.50828668449,0.724706904038,0.724706904038
